asin,description,about,overview
B00CXVGYP4,"Product Information The Samsung SCH U660 Convoy 2 phonies a Samsung cellular phone designed with military specs capable of resisting extremely rough conditions and handling. Featuring Dual Microphones with Noise Cancellation Technology, this Samsung cellular phone ensures clear communication even when in a crowded area. Just press the push-to talk button provided by this Samsung mobile and you can send a message to as many people as you want or even conduct a group discussion over the phone. No need to flip open the phone every time you want to check something, as the Samsung SCH U660 Convoy 2 has an external 1.3-inch screen, displaying data. Click sharp and crisp pictures with the 3.2 MP front-facing camera of this Samsung mobile. Featuring HTML browser, you can access and download content on the Samsung SCH U660 Convoy 2 while on the go.",['Samsung Convoy 2 SCH-U660 Verizon Cell Phone'],"['Model Name: Convoy 2', 'Wireless Carrier: Verizon', 'Brand: Samsung Electronics', 'Form Factor: Flip', 'Memory Storage Capacity: 128 GB', 'Color: Gray', 'Screen Size: 2 Inches', 'Manufacturer: Samsung', 'Other camera features: Front', 'Item Weight: 0.56 Ounces']"
B00DE82HC4,"The Samsung Rugby III is a basic mobile phone that is designed to be rugged to sustain any type of weather conditions. This device has been proven to withstand blowing sand and dust, 4 inches of rainfall per hour, 4-foot drop and some other extreme temperatures. Apart from that this device has a long lasting battery life too with its 1300 mAh battery. Take pictures using its 3MP camera and videos too as it doubles as a camcorder. Some other features of Samsung Rugby III include a memory card slot for microSD cards, global 3G and GPS navigation.","['Rugby III is unlocked and can be used with any GSM Sim Card', 'Multitasking capabilities: use productivity applications, GPS or cameras during calls', ""Access to AT&T's expansive 3G"", 'Samsung Rugby III device, standard battery, micro USB data cable, AC charging block, quick start guide.', 'The Samsung Rugby III measures 4.1 x 2.1 x 0.8 inches (W x H x D) and weighs 4.7 ounces.']","['Model Name: Rugby 3', 'Wireless Carrier: AT&T', 'Brand: Samsung Electronics', 'Form Factor: Flip', 'Memory Storage Capacity: 128 GB', 'Color: Black', 'Cellular Technology: 3G, 2G', 'Screen Size: 2.4 Inches', 'Manufacturer: Samsung', 'Connectivity Technology: USB']"
B00E45043A,Open BOX original Nokia Charger,"['Mobile Operating System: Windows Phone 8', 'Carrier: AT&T', 'Color: Not Available', 'Touch Screen: Yes', 'Built-in Digital Camera: Yes']","['Model Name: Lumia 520', 'Brand: Nokia', 'Form Factor: Smartphone', 'Memory Storage Capacity: 8 GB', 'Operating System: Windows', 'Color: Black', 'Cellular Technology: 4G', 'Included Components: Adapter', 'Screen Size: 4 Inches', 'Manufacturer: Microsoft']"
B00EP2BN00,"The Convoy 3 is the latest member of the rugged Convoy line of Samsung. It is a modest upgrade from the Convoy 2, as the style and color has changed some, though it retains a color external display and music control buttons. It comes with stereo speakers as well as a microSD memory card slot. *SIM Card not included","['Works with Verizon Prepaid or Postpaid Plans', 'Rugged Military Specs']","['Model Name: Convoy 3', 'Wireless Carrier: Verizon', 'Brand: Samsung Electronics', 'Form Factor: Flip', 'Color: Gray', 'Cellular Technology: 3G', 'Screen Size: 2.4 Inches', 'Manufacturer: Samsung', 'Other camera features: Rear', 'Item Weight: 0.26 Pounds']"
B00EPP7C9S,"Double minutes for life means that every paid Airtime Minute you add to this phone will be doubled. For example, add a 60 minute Airtime Card and get 120 minutes.","['Talk Time: up to 15 h', 'Standby Time: 10.4 days', 'Includes battery, charger, activation card and services guide', ""TracFone Airtime Balance Display shows you how much airtime you've used and how much is left, so you control your costs""]","['Model Name: S150G', 'Wireless Carrier: Tracfone', 'Brand: Samsung Electronics', 'Form Factor: Bar', 'Color: Black', 'Included Components: Video Recorder, Camera', 'Screen Size: 2.01 Inches', 'Manufacturer: Samsung', 'Item Weight: 2.8 Ounces', 'Phone Talk Time: 900 minutes']"
B00FAY7GSZ,,"['Display: 4.0-inches', 'Camera: 5-MP', 'Processor Speed: 1.2 GHz', 'OS: Android 4.2 (Jelly Bean)']","['Brand: Samsung Electronics', 'Form Factor: Candy_bar', 'Memory Storage Capacity: 8 GB', 'Operating System: Android 4.2', 'Color: Blue', 'Cellular Technology: 4G', 'Included Components: Video Recorder, Camera', 'Screen Size: 4 Inches', 'Display Type: AMOLED', 'Manufacturer: Samsung']"
B00FDZMC9Y,"he TracFone Samsung Galaxy Centura S738c Prepaid Cell Phone features a 3.5-inch touchscreen and a 3MP camera. It runs on Android 4.0 (Ice Cream Sandwich) and brings you up to 7.22 hours of talk time and up to 10.33 days of standby time. With this mobile device, you'll also enjoy 3G/Wi-Fi connectivity. The Samsung Android phone comes complete with all the essential accessories as well.","['Includes Triple Minutes for Life FREE!', '3.5"" Touch Screen', '3 MP Camera/Video Recorder', 'No activation fees, contracts, monthly bills or credit checks. An Airtime Card is required for activation of this phone.', 'Safelink customers cannot upgrade or transfer service to this phone']","['Model Name: Galaxy Centura', 'Wireless Carrier: Tracfone', 'Brand: Samsung Electronics', 'Form Factor: Smartphone', 'Memory Storage Capacity: 4 GB', 'Operating System: Android', 'Color: Blue', 'Cellular Technology: 3G', 'Included Components: Video Recorder, Camera', 'Screen Size: 3.5 Inches']"
B00GANEUQG,Nokia Lumia 1520 16GB Unlocked GSM Yellow Windows Phone,"['Display: 6.0-inches', 'Camera: 20-MP', 'Processor Speed: 2.2 GHz', 'OS: Windows 8']","['Model Name: Lumia 1520', 'Brand: Nokia', 'Form Factor: Candy_bar', 'Memory Storage Capacity: 16 GB', 'Operating System: Microsoft Windows', 'Color: Black', 'Cellular Technology: 4G', 'Included Components: Video Recorder, Camera', 'Screen Size: 6 Inches', 'Display Type: Full HD 1080p']"
B00GZZTD3Y,We don't know when or if this item will be back in stock.,"[""We don't know when or if this item will be back in stock.""]","['Wireless Carrier: Unlocked', 'Brand: Samsung Electronics', 'Memory Storage Capacity: 8 GB', 'Color: Black', 'Cellular Technology: 3G', 'Manufacturer: Samsung']"
B00HS3F8TK,"Includes a battery, battery door, stylus and wall charger!","['Motorola ES400 Phone', 'Unlocked for WorldWide use inside and outside of USA.', 'ES400 comes with Charger, Case, Extended Battery and Door, Stylus.', 'Windows Embedded Handheld 6.5.3 Operating System']","['Wireless Carrier: Unlocked', 'Brand: Motorola', 'Memory Storage Capacity: 1 GB', 'Operating System: Windows', 'Included Components: Adapter, Stylus', 'Screen Size: 3 Inches', 'Manufacturer: Motorola', 'Human Interface Input: Keypad']"
B00IL31MGY,2G Network GSM 850 / 900 / 1800 / 1900 3G Network HSDPA 850 / 900 / 1900 / 2100 4G Network LTE 800 / 850 / 900 / 1800 / 2100 / 2600 Please check with your phone carrier to make sure they have compatible frequency before you order.,"['2G Network GSM 850 / 900 / 1800 / 1900', '3G Network HSDPA 850 / 900 / 1900 / 2100', '4G Network LTE 800 / 850 / 900 / 1800 / 2100 / 2600', '32GB', 'This cell phone may not include a US warranty as some manufacturers do not honor warranties for international version phones. Please contact the seller for specific warranty information.']","['Brand: Samsung Electronics', 'Screen Size: 10.1 Inches', 'Operating System: Android 4.3 Jelly Bean', 'Memory Storage Capacity: 32 GB', 'Color: White']"
B00KQW1X1C,,"['nokia lumia 630 factory unlokced', ""Data GPRS Yes EDGE Yes Speed HSDPA, 21 Mbps; HSUPA, 5.76 Mbps WLAN Wi-Fi 802.11 b/g/n, DLNA, Wi-Fi hotspot Bluetooth Yes, v4.0 with A2DP USB Yes, microUSB v2.0 Camera Primary 5 MP, 2592 1944 pixels, autofocus, check quality Features 1/4''"", 'Unlocked cell phones are compatible with GSM carriers like AT&T and T-Mobile as well as with GSM SIM cards (e.g. H20, Straight Talk, and select prepaid carriers). Unlocked cell phones will not work with CDMA Carriers like Sprint, Verizon, Boost or Virgin.']","['Wireless Carrier: T-Mobile', 'Brand: Nokia', 'Operating System: Microsoft Windows Phone 8.1', 'Color: White', 'Cellular Technology: 2G', 'Screen Size: 4 Inches', 'Manufacturer: Nokia', 'Other camera features: 5 MP, 2592 ? 1944 pixels, autofocus', 'Connectivity Technology: Bluetooth, Wi-Fi, USB', 'Shooting Modes: Automatic']"
B00L4DXRS4,Nokia 220 RM-971 Unlocked GSM Dual-Band Cell Phone w/ 2MP Camera - Black,"['2G: Dual Band GSM 850 / 1900 means only works in North America, Latin America Caribbean NOT FOR Africa, Asia, Europe NOT CDMA like Boost Sprint or Verizon', '2.4"" TFT Display', 'Operating System: Proprietary , Stereo FM Radio with RDS, pre-installed social apps include Facebook and Twitter', '2 Megapixel Camera (1600 x 1200 pixels)', 'microSD Slot Expandable up to 32GB', 'Unlocked cell phones are compatible with GSM carriers like AT&T and T-Mobile as well as with GSM SIM cards (e.g. H20, Straight Talk, and select prepaid carriers). Unlocked cell phones will not work with CDMA Carriers like Sprint, Verizon, Boost or Virgin.']","['Model Name: Nokia 220', 'Wireless Carrier: T-Mobile, Unlocked', 'Brand: Nokia', 'Form Factor: Smartphone', 'Memory Storage Capacity: 32 GB', 'Color: Black', 'Cellular Technology: 2G', 'Screen Size: 2.4 Inches', 'Display Type: LCD', 'Manufacturer: Nokia']"
B00L4KYKDS,Very Good item functions as New. May have a few minor light marks or scratches only be evident under close inspection. Items will be placed in non-retail packaging to better safeguard their condition. Item does not include a manual or other standard accessories. Manuals and other documentation should be available from the manufacturer's support site.,"['2G: GSM 850 / 900 / 1800 / 1900, 3G: HSDPA 850 / 1900 / 2100 4G: LTE 700 MHz Class 4 / 17', '4.55"" TFT Display Capacitive Multi-Touchscreen, up to 4 fingers, Shatter proof and scratch-resistant glass', 'Android v4.1.2 (JellyBean) OS, Dual-Core 1.5 GHz Krait Processor, Chipset: Qualcomm MSM896 Snapdragon, Adreno 225 Graphics', '13 Megapixel Camera (4128 x 3096 pixels) w/ Autofocus, LED flash + Front-Facing 1.3 Megapixel Camera, 720p@30fps + Video', 'Internal Memory: 16GB, 1GB RAM + microSD Slot Expandable up to 32GB', 'Unlocked cell phones are compatible with GSM carriers like AT&T and T-Mobile as well as with GSM SIM cards (e.g. H20, Straight Talk, and select prepaid carriers). Unlocked cell phones will not work with CDMA Carriers like Sprint, Verizon, Boost or Virgin.']","['Wireless Carrier: T-Mobile, Unlocked, Straight Talk', 'Brand: Sony', 'Form Factor: Smartphone', 'Memory Storage Capacity: 16 GB', 'Operating System: Android OS, v4.0.4 (Ice Cream Sandwich)', 'Color: Black', 'Cellular Technology: 4G, 2G', 'Screen Size: 4.55 Inches', 'Display Type: LCD', 'Manufacturer: Sony']"
B00LV937ZY,"View larger The smartphone reinvented around you Tailored to you. .. The Nokia Lumia 635 has almost everything you've been looking for in a smartphone packed into a beautifully designed silhouette. With its powerful quad-core processor and Windows operating system, the Lumia 635 keeps up with your day-to-day activities. Features of the Nokia Lumia 635 include: - Windows Phone 8.1 - add a personalized touch to your experience. - Action Center – Get notifications from apps, texts, see your missed calls, and more. - Word Flow – Socially interact and text on the intuitive keyboard. - Cortana - Your virtual personal assistant learns about you and offers helpful suggestions. View larger View larger View larger View larger A personalized experience Windows Phone 8.1 allows you to customize your own experience. With the Start Background feature you can personalize your start screen by adding a picture behind the Live Tiles. Add apps to your Live Tiles, resize them, and change their color to suit your taste. Microsoft Office is also built into your phone and can easily be synced with your Windows laptop or tablet. Your own personal assistant Powered by Bing, Cortana gives recommendations and suggestions tailored to you. By learning about you, she anticipates your needs, whether it be a weather update, driving directions, or a reminder to call back your friend. Stay informed Get access to notifications from your favorite apps, texts, emails, missed calls, and more with just one swipe from the top of the phone. Tapping on any of these notifications will launch that app or feature. You can also customize your quick settings from the Action Center. A new way to type Chat, text, and connect with the Word Flow keyboard. Its intuitive design allows you to swipe through letters for a quick typing experience.","['Display: 4.5-inches', 'Camera: 5-MP', 'Processor Speed: 1.2 GHz', 'OS: Windows Phone 8.1']","['Model Name: Lumia 635', 'Brand: Nokia', 'Form Factor: Candy_bar', 'Memory Storage Capacity: 16 GB', 'Operating System: Microsoft Windows', 'Color: Black', 'Cellular Technology: 4G', 'Included Components: Video Recorder, Camera', 'Screen Size: 4.5 Inches', 'Display Type: FWVGA']"
B00MWDO5A4,"This spin-off of the popular Galaxy S III trims the display, camera, and memory to create something smaller and more affordable, but keeps many other features. Key features include 4G LTE, dual cameras, NFC, memory card slot, DLNA, and removable battery. FEATURES: Android Version 4.2.2. Modes: LTE 13, CDMA 850/1900 Mhz. 5+ megapixel camera, hearing aid compatible, multiple languages (English, Spanish, Korean, Chinese, Vietnamese), TTY/TDD digital, vibrate, bluetooth, NFC, micro USB connector. Wi-fi, touch screen, micro SD card slot, 3.5mm headphone jack, DLNA, speaker phone.","['This spin-off of the popular Galaxy S III trims the display, camera, and memory to create something smaller and more affordable, but keeps many other features. Key features include 4G LTE, dual cameras, NFC, memory card slot, DLNA, and removable battery.', 'Android Version 4.2.2. Modes: LTE 13, CDMA 850/1900 Mhz', '5+ megapixel camera, hearing aid compatible, multiple languages (English, Spanish, Korean, Chinese, Vietnamese), TTY/TDD digital, vibrate, bluetooth, NFC, micro USB connector.', 'Wi-fi, touch screen, micro SD card slot, 3.5mm headphone jack, DLNA, speaker phone.']","['Model Name: Galaxy S', 'Wireless Carrier: Verizon', 'Brand: Samsung Electronics', 'Form Factor: Smartphone', 'Operating System: Android', 'Color: Blue', 'Cellular Technology: 4G', 'Screen Size: 4 Inches', 'Manufacturer: Samsung', 'Connectivity Technology: Bluetooth, Wi-Fi, USB, NFC']"
